"name","slug","sources","category","ecosystems","signal_trace"
"Nuclear far Double Down","nuclear-far-double-down","passback","D","dlo-double-down|blurry-furious","doctrine_tokens=nuclear"
"Nuclear far Mirage","nuclear-far-mirage","passback","D","blurry-furious","doctrine_tokens=nuclear"
"Nuclear near Butterfly","nuclear-near-butterfly","passback","D","blurry-furious","doctrine_tokens=nuclear"
"Pogo Nuclear far Double Down","pogo-nuclear-far-double-down","passback","D","dlo-double-down|pogo|blurry-furious","doctrine_tokens=nuclear|pogo"
"Blurry Barfly (Blurriest)","blurry-barfly-blurriest","stanford","D","blurry-furious","doctrine_tokens=blurriest|blurry"
"Blurry Barfly Swirl (Blurriest Swirl)","blurry-barfly-swirl-blurriest-swirl","stanford","D","whirl-swirl|blurry-furious","doctrine_tokens=blurriest|blurry"
"Blurry Barrage (Blurrage)","blurry-barrage-blurrage","stanford","D","blurry-furious","doctrine_tokens=blurrage|blurry"
"Blurry Blender (Food Processor)","blurry-blender-food-processor","stanford","D","blender-torque|blurry-furious","doctrine_tokens=blurry"
"Blurry Butterfly (Ripwalk)","blurry-butterfly-ripwalk","stanford","D","blurry-furious","doctrine_tokens=blurry"
"Blurry Butterfly Swirl (Riptide)","blurry-butterfly-swirl-riptide","stanford","D","whirl-swirl|blurry-furious","doctrine_tokens=blurry"
"Blurry Butterfly Swivel (Puree)","blurry-butterfly-swivel-puree","stanford","D","blurry-furious","doctrine_tokens=blurry"
"Blurry Clipper","blurry-clipper","stanford","D","blurry-furious","doctrine_tokens=blurry"
"Blurry Da Da Curve","blurry-da-da-curve","stanford","D","blurry-furious","doctrine_tokens=blurry"
"Blurry DLO (Fog)","blurry-dlo-fog","stanford","D","dlo-double-down|blurry-furious","doctrine_tokens=blurry"
"Blurry Ducking Barfly (Leviathan)","blurry-ducking-barfly-leviathan","stanford","D","ducking|blurry-furious","doctrine_tokens=blurry"
"Blurry Ducking Blender","blurry-ducking-blender","stanford","D","ducking|blender-torque|blurry-furious","doctrine_tokens=blurry"
"Blurry Ducking Butterfly (Ripped Warrior)","blurry-ducking-butterfly-ripped-warrior","stanford","D","ducking|blurry-furious","doctrine_tokens=blurry"
"Blurry Ducking Butterfly Swirl (Cyborg)","blurry-ducking-butterfly-swirl-cyborg","stanford","D","ducking|whirl-swirl|blurry-furious","doctrine_tokens=blurry"
"Blurry Ducking Eggbeater (Golden Shower)","blurry-ducking-eggbeater-golden-shower","stanford","D","ducking|blurry-furious","doctrine_tokens=blurry"
"Blurry Ducking Illusion (Avalanche)","blurry-ducking-illusion-avalanche","stanford","D","ducking|blurry-furious","doctrine_tokens=blurry"
"Blurry Ducking Mirage (Spike Hammer)","blurry-ducking-mirage-spike-hammer","stanford","D","ducking|blurry-furious","doctrine_tokens=blurry"
"Blurry Ducking Motion (Syberian Express)","blurry-ducking-motion-syberian-express","stanford","D","ducking|blurry-furious","doctrine_tokens=blurry"
"Blurry Ducking PS Mirage","blurry-ducking-ps-mirage","stanford","D","ducking|blurry-furious","doctrine_tokens=blurry"
"Blurry Ducking PS Whirl","blurry-ducking-ps-whirl","stanford","D","ducking|whirl-swirl|blurry-furious","doctrine_tokens=blurry"
"Blurry Ducking Torque (Gauntlet)","blurry-ducking-torque-gauntlet","stanford","D","ducking|blender-torque|blurry-furious","doctrine_tokens=blurry"
"Blurry Ducking Voodoo (Hell Raiser)","blurry-ducking-voodoo-hell-raiser","stanford","D","ducking|blurry-furious","doctrine_tokens=blurry"
"Blurry Dyno (Grab Your Balls And Squeeze)","blurry-dyno-grab-your-balls-and-squeeze","stanford","D","blurry-furious","doctrine_tokens=blurry"
"Blurry Eggbeater (Bed Wetter)","blurry-eggbeater-bed-wetter","stanford","D","blurry-furious","doctrine_tokens=blurry"
"Blurry Flail (Backside Blizzard)","blurry-flail-backside-blizzard","stanford","D","blurry-furious","doctrine_tokens=blurry"
"Blurry Flurry","blurry-flurry","stanford","D","blurry-furious","doctrine_tokens=blurry"
"Blurry Guay","blurry-guay","stanford","D","blurry-furious","doctrine_tokens=blurry"
"Blurry Illusion (Blizzard)","blurry-illusion-blizzard","stanford","D","blurry-furious","doctrine_tokens=blurry"
"Blurry Legover","blurry-legover","stanford","D","blurry-furious","doctrine_tokens=blurry"
"Blurry Mirage (Blur)","blurry-mirage-blur","stanford","D","blurry-furious","doctrine_tokens=blurry"
"Blurry Motion (Locomotion)","blurry-motion-locomotion","stanford","D","blurry-furious","doctrine_tokens=blurry"
"Blurry Osis (Crispy Torque)","blurry-osis-crispy-torque","stanford","D","blender-torque|blurry-furious","doctrine_tokens=blurry"
"Blurry Pickup","blurry-pickup","stanford","D","blurry-furious","doctrine_tokens=blurry"
"Blurry PS Whirling XBD Rake (Warlock) (Sasquatch)","blurry-ps-whirling-xbd-rake-warlock-sasquatch","stanford","D","whirl-swirl|blurry-furious|dragon-rake","doctrine_tokens=blurry"
"Blurry Reaper","blurry-reaper","stanford","D","blurry-furious","doctrine_tokens=blurry"
"Blurry Reverse Guay","blurry-reverse-guay","stanford","D","blurry-furious","doctrine_tokens=blurry"
"Blurry Reverse Whirl","blurry-reverse-whirl","stanford","D","whirl-swirl|blurry-furious","doctrine_tokens=blurry"
"Blurry Symposium DLO","blurry-symposium-dlo","stanford","D","symposium|dlo-double-down|blurry-furious","doctrine_tokens=blurry"
"Blurry Symposium Eggbeater","blurry-symposium-eggbeater","stanford","D","symposium|blurry-furious","doctrine_tokens=blurry"
"Blurry Symposium Mirage (Backside Blur)","blurry-symposium-mirage-backside-blur","stanford","D","symposium|blurry-furious","doctrine_tokens=blurry"
"Blurry Symposium Reverse Whirl","blurry-symposium-reverse-whirl","stanford","D","symposium|whirl-swirl|blurry-furious","doctrine_tokens=blurry"
"Blurry Symposium Whirl (Whirlygig)","blurry-symposium-whirl-whirlygig","stanford","D","symposium|whirl-swirl|blurry-furious","doctrine_tokens=blurry"
"Blurry Voodoo","blurry-voodoo","stanford","D","blurry-furious","doctrine_tokens=blurry"
"Blurry Zulu Blender (Odula)","blurry-zulu-blender-odula","stanford","D","blender-torque|blurry-furious","doctrine_tokens=blurry"
"Blurry Zulu Butterfly","blurry-zulu-butterfly","stanford","D","blurry-furious","doctrine_tokens=blurry"
"Blurry Zulu Mirage","blurry-zulu-mirage","stanford","D","blurry-furious","doctrine_tokens=blurry"
"Dragon Blurry Butterfly Dragon (Flipwalk)","dragon-blurry-butterfly-dragon-flipwalk","stanford","D","blurry-furious|dragon-rake","doctrine_tokens=blurry"
"Furious Barfly (Nemesis)","furious-barfly-nemesis","stanford","D","blurry-furious","doctrine_tokens=furious"
"Furious Butterfly (Jani Walker)","furious-butterfly-jani-walker","stanford","D","blurry-furious","doctrine_tokens=furious"
"Furious Butterfly Swirl (Tsunami)","furious-butterfly-swirl-tsunami","stanford","D","whirl-swirl|blurry-furious","doctrine_tokens=furious"
"Furious DLO (Nebula)","furious-dlo-nebula","stanford","D","dlo-double-down|blurry-furious","doctrine_tokens=furious"
"Furious Drifter","furious-drifter","stanford","D","blurry-furious","doctrine_tokens=furious"
"Furious Eggbeater (Clown Face)","furious-eggbeater-clown-face","stanford","D","blurry-furious","doctrine_tokens=furious"
"Furious Illusion (Fission)","furious-illusion-fission","stanford","D","blurry-furious","doctrine_tokens=furious"
"Furious Mirage (Fury)","furious-mirage-fury","stanford","D","blurry-furious","doctrine_tokens=furious"
"Furious Symposium Eggbeater (Walrus)","furious-symposium-eggbeater-walrus","stanford","D","symposium|blurry-furious","doctrine_tokens=furious"
"Furious Symposium Mirage (Rage)","furious-symposium-mirage-rage","stanford","D","symposium|blurry-furious","doctrine_tokens=furious"
"Furious Whirl (Genesis)","furious-whirl-genesis","stanford","D","whirl-swirl|blurry-furious","doctrine_tokens=furious"
"High Stepping DDD (Arch Nemesis) (Furious George)","high-stepping-ddd-arch-nemesis-furious-george","stanford","D","stepping|blurry-furious","doctrine_tokens=furious"
"Nuclear Butterfly (Matador)","nuclear-butterfly-matador","stanford","D","blurry-furious","doctrine_tokens=nuclear"
"Nuclear DDD (Cold Fusion) (Geesha)","nuclear-ddd-cold-fusion-geesha","stanford","D","blurry-furious","doctrine_tokens=nuclear"
"Nuclear DLO (Terminator)","nuclear-dlo-terminator","stanford","D","dlo-double-down|blurry-furious","doctrine_tokens=nuclear"
"Nuclear Drifter (69)","nuclear-drifter-69","stanford","D","blurry-furious","doctrine_tokens=nuclear"
"Nuclear Ducking Mirage (Sumo Thong)","nuclear-ducking-mirage-sumo-thong","stanford","D","ducking|blurry-furious","doctrine_tokens=nuclear"
"Nuclear Mirage (Sumo)","nuclear-mirage-sumo","stanford","D","blurry-furious","doctrine_tokens=nuclear"
"Nuclear Osis (Nucleosis) (Aeon Flux) (Paradox Flux)","nuclear-osis-nucleosis-aeon-flux-paradox-flux","stanford","D","blurry-furious|paradox","doctrine_tokens=nuclear"
"Nuclear ss Butterfly (Barfry)","nuclear-ss-butterfly-barfry","stanford","D","blurry-furious","doctrine_tokens=nuclear"
"Nuclear ss Dyno (Godzilla)","nuclear-ss-dyno-godzilla","stanford","D","blurry-furious","doctrine_tokens=nuclear"
"Nuclear ss Guay","nuclear-ss-guay","stanford","D","blurry-furious","doctrine_tokens=nuclear"
"Nuclear ss Illusion","nuclear-ss-illusion","stanford","D","blurry-furious","doctrine_tokens=nuclear"
"Nuclear ss Legover","nuclear-ss-legover","stanford","D","blurry-furious","doctrine_tokens=nuclear"
"Nuclear ss Mirage","nuclear-ss-mirage","stanford","D","blurry-furious","doctrine_tokens=nuclear"
"Nuclear ss Pickup","nuclear-ss-pickup","stanford","D","blurry-furious","doctrine_tokens=nuclear"
"Nuclear ss Reverse Guay","nuclear-ss-reverse-guay","stanford","D","blurry-furious","doctrine_tokens=nuclear"
"Nuclear ss Reverse Whirl","nuclear-ss-reverse-whirl","stanford","D","whirl-swirl|blurry-furious","doctrine_tokens=nuclear"
"Nuclear ss Whirl (Hurl)","nuclear-ss-whirl-hurl","stanford","D","whirl-swirl|blurry-furious","doctrine_tokens=nuclear"
"Nuclear Symposium DLO (Oh Wheely)","nuclear-symposium-dlo-oh-wheely","stanford","D","symposium|dlo-double-down|blurry-furious","doctrine_tokens=nuclear"
"Nuclear Torque","nuclear-torque","stanford","D","blender-torque|blurry-furious","doctrine_tokens=nuclear"
"Symposium Furious Legover","symposium-furious-legover","stanford","D","symposium|blurry-furious","doctrine_tokens=furious"
